,Author Username,Author url,Text ID,url,Text Title,Medium Orig,Fandom Categories,Chapter Amount,Creation Date,Update Date,Word Count,Story Type,Genre,Age Restriction,Endorsment Amount,Review Amount,Gender,Data
76,a4037,redacted,redacted,redacted,t37528,Bücher,Warrior Cats,4.0,2021-03-12,2021-03-18,3962.0,,Allgemein,P12,1.0,9.0,,redacted
77,a6022,redacted,redacted,redacted,t32431,Bücher,Warrior Cats,17.0,2021-02-02,2021-03-18,18435.0,,Allgemein,P12,7.0,85.0,,redacted
78,a16426,redacted,redacted,redacted,t16508,Bücher,Warrior Cats,15.0,2021-01-08,2021-03-24,6754.0,,Parodie,P12,1.0,4.0,,redacted
79,a16426,redacted,redacted,redacted,t38882,Bücher,Warrior Cats,5.0,2020-09-19,2021-03-24,2773.0,,"Humor,  Fantasy",P12,1.0,5.0,,redacted
80,a10830,redacted,redacted,redacted,t6085,Bücher,Warrior Cats,4.0,2021-01-21,2021-03-30,169.0,,Allgemein,P12,0.0,1.0,,redacted
81,a9154,redacted,redacted,redacted,t2893,Bücher,Warrior Cats,14.0,2021-01-03,2021-03-31,5456.0,,Allgemein,P12,5.0,33.0,,redacted
82,a14999,redacted,redacted,redacted,t37473,Bücher,Warrior Cats,25.0,2020-10-18,2021-04-10,21691.0,,Allgemein,P12,6.0,42.0,,redacted
83,a11816,redacted,redacted,redacted,t32202,Bücher,Warrior Cats,7.0,2021-01-03,2021-02-13,7924.0,,Fantasy,P12,1.0,18.0,,redacted
84,a1391,redacted,redacted,redacted,t14645,Bücher,Warrior Cats,8.0,2021-01-26,2021-02-17,12840.0,,Fantasy,P12,2.0,14.0,,redacted
85,a3236,redacted,redacted,redacted,t10895,Bücher,Warrior Cats,4.0,2020-12-20,2021-02-21,2732.0,,Allgemein,P12,1.0,20.0,,redacted
86,a12397,redacted,redacted,redacted,t2485,Bücher,Warrior Cats,6.0,2021-01-28,2021-02-26,12057.0,,Allgemein,P12,2.0,9.0,,redacted
87,a6467,redacted,redacted,redacted,t4332,Bücher,Warrior Cats,7.0,2021-02-07,2021-03-11,6109.0,,"Mystery,  Freundschaft",P12,0.0,2.0,,redacted
88,a5422,redacted,redacted,redacted,t1053,Bücher,Warrior Cats,4.0,2020-12-10,2021-01-03,5539.0,,"Abenteuer,  Fantasy",P16,1.0,1.0,,redacted
89,a8326,redacted,redacted,redacted,t12156,Bücher,Warrior Cats,9.0,2020-12-13,2021-01-03,10263.0,,Allgemein,P12,3.0,19.0,,redacted
90,a9506,redacted,redacted,redacted,t13417,Bücher,Warrior Cats,26.0,2020-11-06,2021-01-04,11138.0,,Fantasy,P12,2.0,66.0,,redacted
91,a8397,redacted,redacted,redacted,t8645,Bücher,Warrior Cats,15.0,2020-10-21,2021-01-15,18088.0,,Familie,P12,3.0,25.0,,redacted
92,a9088,redacted,redacted,redacted,t11805,Bücher,Warrior Cats,8.0,2020-11-30,2021-01-18,14110.0,,"Abenteuer,  Mystery",P16,7.0,23.0,,redacted
93,a773,redacted,redacted,redacted,t1324,Bücher,Warrior Cats,11.0,2020-03-31,2021-01-18,5145.0,,"Humor,  Parodie",P12,12.0,18.0,,redacted
94,a9506,redacted,redacted,redacted,t6483,Bücher,Warrior Cats,14.0,2020-11-22,2021-01-19,6574.0,,Fantasy,P12,1.0,43.0,,redacted
95,a12285,redacted,redacted,redacted,t10649,Bücher,Warrior Cats,13.0,2020-10-15,2021-01-19,18720.0,,"Abenteuer,  Angst",P12,1.0,1.0,,redacted
96,a8462,redacted,redacted,redacted,t21652,Bücher,Warrior Cats,30.0,2020-06-16,2021-02-05,52617.0,,Allgemein,P12,7.0,22.0,,redacted
97,a13962,redacted,redacted,redacted,t34871,Bücher,Warrior Cats,20.0,2020-12-14,2021-02-07,21454.0,,Allgemein,P12,0.0,24.0,,redacted
98,a11433,redacted,redacted,redacted,t17766,Bücher,Warrior Cats,39.0,2020-11-06,2021-02-08,54089.0,,"Abenteuer,  Fantasy",P12,3.0,40.0,,redacted
99,a3261,redacted,redacted,redacted,t17840,Bücher,Warrior Cats,9.0,2020-02-09,2021-02-09,7348.0,,"Fantasy,  Übernatürlich",P16 Slash,0.0,3.0,,redacted
100,a15656,redacted,redacted,redacted,t13122,Bücher,Warrior Cats,1.0,2021-12-14,2021-12-14,1466.0,,"Angst,  Schmerz/ Trost",P12,1.0,1.0,,redacted
101,a12944,redacted,redacted,redacted,t21303,Bücher,Warrior Cats,1.0,2021-12-16,2021-12-16,1208.0,,Allgemein,P12,0.0,0.0,,redacted
