,Author Username,Author url,Text ID,url,Text Title,Medium Orig,Fandom Categories,Chapter Amount,Creation Date,Update Date,Word Count,Story Type,Genre,Age Restriction,Endorsment Amount,Review Amount,Gender,Data
542,a12338,redacted,redacted,redacted,t2000,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,1.0,2020-01-02,2020-01-02,135.0,,Allgemein,P12,2.0,1.0,,redacted
543,a9289,redacted,redacted,redacted,t20645,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,1.0,2020-01-02,2020-01-02,2454.0,,"Romanze,  Freundschaft",P16,0.0,1.0,,redacted
544,a12704,redacted,redacted,redacted,t12395,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,1.0,2020-01-03,2020-01-03,737.0,,"Abenteuer,  Fantasy",P12,1.0,2.0,,redacted
545,a2585,redacted,redacted,redacted,t24607,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,1.0,2020-01-05,2020-01-05,203.0,,Humor,P12,1.0,1.0,,redacted
546,a14040,redacted,redacted,redacted,t20188,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,1.0,2020-01-09,2020-01-09,1088.0,,"Abenteuer,  Romanze",P16,0.0,1.0,,redacted
547,a678,redacted,redacted,redacted,t21403,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,2.0,2020-01-05,2020-01-11,6711.0,,"Drama,  Romanze",P18,1.0,2.0,,redacted
548,a1971,redacted,redacted,redacted,t31031,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,1.0,2020-02-04,2020-02-04,3338.0,,"Romanze,  Schmerz/ Trost",P12 Slash,0.0,4.0,,redacted
549,a15502,redacted,redacted,redacted,t10735,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,1.0,2020-02-08,2020-02-08,1373.0,,Allgemein,P12,1.0,1.0,,redacted
550,a9126,redacted,redacted,redacted,t2188,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,1.0,2020-02-20,2020-02-20,2078.0,,"Romanze,  Tragödie",P16 Slash,0.0,2.0,,redacted
551,a428,redacted,redacted,redacted,t3675,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,1.0,2020-02-22,2020-02-22,1606.0,,"Humor,  Parodie",P6,7.0,3.0,,redacted
552,a7235,redacted,redacted,redacted,t38583,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,7.0,2020-01-24,2020-03-01,8923.0,,"Romanze,  Familie",P12 Slash,6.0,3.0,,redacted
553,a9524,redacted,redacted,redacted,t24451,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,1.0,2020-03-06,2020-03-06,199.0,,"Romanze,  Fantasy",P12,1.0,2.0,,redacted
554,a11897,redacted,redacted,redacted,t10799,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,7.0,2020-03-20,2020-03-20,11230.0,,"Drama,  Familie",P16,7.0,53.0,,redacted
555,a6124,redacted,redacted,redacted,t14047,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,1.0,2020-03-22,2020-03-22,1377.0,,Allgemein,P12,0.0,1.0,,redacted
556,a4572,redacted,redacted,redacted,t20001,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,21.0,2020-01-23,2020-03-25,90731.0,,"Romanze,  Fantasy",P12,4.0,8.0,,redacted
557,a6806,redacted,redacted,redacted,t21128,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,1.0,2020-03-29,2020-03-29,1000.0,,Allgemein,P12,0.0,1.0,,redacted
558,a1737,redacted,redacted,redacted,t24637,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,1.0,2020-04-01,2020-04-01,1349.0,,Angst,P16,0.0,1.0,,redacted
559,a9395,redacted,redacted,redacted,t20770,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,1.0,2020-04-01,2020-04-01,1077.0,,Allgemein,P6,0.0,3.0,,redacted
560,a9395,redacted,redacted,redacted,t15392,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,1.0,2020-04-02,2020-04-02,1973.0,,Schmerz/ Trost,P12 Slash,0.0,1.0,,redacted
561,a4013,redacted,redacted,redacted,t27217,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,2.0,2020-03-25,2020-04-05,7077.0,,Romanze,P12,4.0,5.0,,redacted
562,a2585,redacted,redacted,redacted,t26990,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,1.0,2020-04-05,2020-04-05,203.0,,Allgemein,P12,0.0,1.0,,redacted
