,Author Username,Author url,Text ID,url,Text Title,Medium Orig,Fandom Categories,Chapter Amount,Creation Date,Update Date,Word Count,Story Type,Genre,Age Restriction,Endorsment Amount,Review Amount,Gender,Data
159,a13992,redacted,redacted,redacted,t12476,Bücher,Bis(s),30,2021-03-30,2021-05-19,51261.0,,Fantasy,P12,1.0,2.0,,redacted
160,a2008,redacted,redacted,redacted,t27869,Bücher,Bis(s),7,2021-05-17,2021-05-19,8222.0,,"Familie,  Liebesgeschichte",P18-AVL,0.0,0.0,,redacted
161,a3034,redacted,redacted,redacted,t13182,Bücher,Bis(s),2,2021-05-24,2021-05-25,1471.0,,"Familie,  Fantasy",P16,2.0,0.0,,redacted
162,a13722,redacted,redacted,redacted,t21294,Bücher,Bis(s),3,2021-05-27,2021-05-29,104.0,,"Tragödie,  Liebesgeschichte",P12,0.0,1.0,,redacted
163,a13722,redacted,redacted,redacted,t15732,Bücher,Bis(s),6,2021-05-26,2021-05-30,239.0,,"Übernatürlich,  Liebesgeschichte",P12,1.0,1.0,,redacted
164,a5381,redacted,redacted,redacted,t30602,Bücher,Bis(s),1,2021-04-13,2021-04-13,1396.0,,Allgemein,P12,0.0,0.0,,redacted
165,a4025,redacted,redacted,redacted,t18139,Bücher,Bis(s),1,2021-04-15,2021-04-15,1218.0,,"Romance,  Freundschaft",P16,2.0,1.0,,redacted
166,a12396,redacted,redacted,redacted,t23888,Bücher,Bis(s),1,2021-04-18,2021-04-18,618.0,,"Familie,  Freundschaft",P12,1.0,0.0,,redacted
167,a739,redacted,redacted,redacted,t29831,Bücher,Bis(s),1,2021-04-18,2021-04-18,543.0,,"Drama,  Fantasy",P16,0.0,1.0,,redacted
168,a5515,redacted,redacted,redacted,t4628,Bücher,Bis(s),22,2021-04-24,2021-04-24,36921.0,,"Übernatürlich,  Liebesgeschichte",P12,0.0,0.0,,redacted
169,a11729,redacted,redacted,redacted,t11917,Bücher,Bis(s),5,2021-04-06,2021-04-27,13858.0,,"Humor,  Liebesgeschichte",P16,5.0,4.0,,redacted
170,a1466,redacted,redacted,redacted,t21304,Bücher,Bis(s),3,2021-04-19,2021-04-28,10057.0,,"Drama,  Liebesgeschichte",P18,3.0,5.0,,redacted
171,a10431,redacted,redacted,redacted,t20300,Bücher,Bis(s),1,2021-05-10,2021-05-10,1321.0,,"Abenteuer,  Liebesgeschichte",P16,0.0,0.0,,redacted
172,a4934,redacted,redacted,redacted,t6444,Bücher,Bis(s),3,2021-03-05,2021-03-13,4336.0,,"Freundschaft,  Übernatürlich",P18,2.0,0.0,,redacted
173,a12396,redacted,redacted,redacted,t24648,Bücher,Bis(s),3,2021-02-27,2021-03-20,3851.0,,Allgemein,P12,2.0,0.0,,redacted
174,a5896,redacted,redacted,redacted,t3710,Bücher,Bis(s),2,2021-03-23,2021-03-24,1282.0,,Fantasy,P12,1.0,2.0,,redacted
175,a13835,redacted,redacted,redacted,t30650,Bücher,Bis(s),3,2021-03-07,2021-03-24,3769.0,,"Familie,  Liebesgeschichte",P16,3.0,2.0,,redacted
176,a11041,redacted,redacted,redacted,t26342,Bücher,Bis(s),1,2021-03-25,2021-03-25,1675.0,,Allgemein,P16,1.0,2.0,,redacted
177,a5942,redacted,redacted,redacted,t18444,Bücher,Bis(s),4,2021-03-24,2021-03-25,1174.0,,Allgemein,P12,0.0,0.0,,redacted
178,a1798,redacted,redacted,redacted,t22433,Bücher,Bis(s),2,2021-03-25,2021-03-25,725.0,,Allgemein,P12,1.0,0.0,,redacted
179,a5942,redacted,redacted,redacted,t34401,Bücher,Bis(s),1,2021-03-25,2021-03-25,428.0,,"Mystery,  Schmerz/ Trost",P12,1.0,1.0,,redacted
180,a2889,redacted,redacted,redacted,t15073,Bücher,Bis(s),2,2021-03-05,2021-03-26,3483.0,,"Freundschaft,  Schmerz/ Trost",P16,1.0,1.0,,redacted
181,a9419,redacted,redacted,redacted,t35252,Bücher,Bis(s),1,2021-03-28,2021-03-28,1136.0,,Allgemein,P12,0.0,0.0,,redacted
182,a9550,redacted,redacted,redacted,t19617,Bücher,Bis(s),1,2021-04-10,2021-04-10,875.0,,"Freundschaft,  Schmerz/ Trost",P16,1.0,0.0,,redacted
183,a11534,redacted,redacted,redacted,t21920,Bücher,Bis(s),1,2021-02-12,2021-02-12,7282.0,,"Fantasy,  Liebesgeschichte",P12,1.0,1.0,,redacted
184,a11534,redacted,redacted,redacted,t16630,Bücher,Bis(s),1,2021-02-13,2021-02-13,8252.0,,"Humor,  Liebesgeschichte",P12,1.0,1.0,,redacted
185,a11534,redacted,redacted,redacted,t11362,Bücher,Bis(s),11,2021-02-13,2021-02-13,15788.0,,"Humor,  Liebesgeschichte",P12,0.0,0.0,,redacted
186,a3910,redacted,redacted,redacted,t34585,Bücher,Bis(s),2,2021-02-14,2021-02-14,378.0,,"Humor,  Parodie",P12,1.0,1.0,,redacted
187,a10195,redacted,redacted,redacted,t10854,Bücher,Bis(s),2,2021-02-16,2021-02-16,1456.0,,"Drama,  Romance",P12,0.0,1.0,,redacted
188,a9080,redacted,redacted,redacted,t26559,Bücher,Bis(s),1,2021-02-21,2021-02-21,978.0,,Liebesgeschichte,P12,1.0,1.0,,redacted
189,a12191,redacted,redacted,redacted,t25904,Bücher,Bis(s),1,2021-02-23,2021-02-23,490.0,,Übernatürlich,P12,0.0,1.0,,redacted
190,a2889,redacted,redacted,redacted,t26498,Bücher,Bis(s),1,2021-02-28,2021-02-28,1075.0,,"Fantasy,  Schmerz/ Trost",P16,1.0,0.0,,redacted
191,a16442,redacted,redacted,redacted,t28517,Bücher,Bis(s),1,2021-02-28,2021-02-28,531.0,,Romance,P18,3.0,1.0,,redacted
